id,first_name,last_name,gender,date_of_birthday,deceased_indicator,owns_car,address,property_valuation,job_title,job_industry_category,wealth_segment,postcode,state
3381,Bruce,Lackie,Male,1993-11-20,N,No,31 Dovetail Trail,9,Computer Systems Analyst IV,n/a,Mass Customer,2088,NSW
3382,Burk,Walczak,Male,1977-12-17,N,No,367 Talmadge Way,1,Business Systems Development Analyst,n/a,High Net Worth,2705,NSW
3383,Dane,Swansbury,Male,1982-04-05,N,Yes,513 Hauk Street,9,Financial Analyst,Financial Services,Affluent Customer,2261,NSW
3384,Wesley,Nichols,Male,1996-03-05,N,No,72728 Ruskin Way,6,,n/a,Mass Customer,2291,NSW
3385,Ronda,,Female,1975-02-10,N,No,024 Onsgard Alley,9,Systems Administrator III,Argiculture,Mass Customer,3134,VIC
3386,Cliff,Nolin,Male,1999-07-28,N,Yes,10097 Hooker Way,8,Structural Engineer,IT,High Net Worth,3196,VIC
3387,Shel,Duke,Female,1976-07-05,N,Yes,312 Swallow Place,7,General Manager,Manufacturing,Affluent Customer,3021,VIC
3388,Urbanus,Pichan,Male,1986-10-25,N,No,28 Superior Center,11,VP Marketing,Retail,Mass Customer,2131,NSW
3389,Margo,Saltmarshe,Female,1972-06-01,N,No,0 Weeping Birch Plaza,12,Programmer II,n/a,Affluent Customer,2093,NSW
3390,Fayth,Baudins,Female,1969-01-27,N,No,06 Northwestern Center,10,,n/a,High Net Worth,2019,NSW
3391,Terrel,Kreuzer,Male,1991-06-23,N,No,01716 2nd Terrace,8,,Manufacturing,Mass Customer,3174,VIC
3392,Brock,Ride,Male,1976-12-12,N,No,0162 Grim Circle,10,Tax Accountant,Financial Services,Mass Customer,2191,NSW
3393,Henrietta,Olexa,Female,1954-02-21,N,Yes,7 Eggendart Hill,8,Technical Writer,Retail,Mass Customer,4055,QLD
3394,Barde,Spoward,Male,1974-06-26,N,No,375 Luster Parkway,9,Environmental Specialist,Health,Mass Customer,2147,NSW
3395,Sigmund,Fishbourn,Male,1993-04-19,N,No,2 Monterey Terrace,9,,Financial Services,Mass Customer,2120,NSW
3396,Arin,Nappin,Male,1960-06-28,N,Yes,851 Meadow Valley Place,10,Research Assistant I,Manufacturing,Mass Customer,3205,VIC
3397,Melisande,,Female,1985-08-19,N,No,6851 Orin Parkway,10,Product Engineer,IT,Mass Customer,2142,NSW
3398,Alberik,Looks,Male,1971-07-01,N,Yes,73 Glacier Hill Drive,1,,n/a,High Net Worth,2880,NSW
3399,Hillyer,Biddulph,Male,1996-05-10,N,No,59364 Huxley Drive,5,VP Accounting,Financial Services,Mass Customer,3028,VIC
3400,Brenna,Childes,Female,1987-06-25,N,Yes,91 Charing Cross Way,11,Sales Associate,Financial Services,Mass Customer,2100,NSW
3401,Cristie,,Female,1993-07-28,N,Yes,80269 Southridge Park,6,Tax Accountant,Telecommunications,Mass Customer,4014,QLD
3402,Krystyna,Scadden,Female,1985-05-04,N,No,5 Northland Plaza,9,Statistician II,Retail,Mass Customer,2096,NSW
3403,Jessalyn,Zoellner,Female,1994-05-14,N,Yes,02181 Starling Trail,10,Senior Financial Analyst,Financial Services,Mass Customer,3015,VIC
3404,Thomasine,McCloch,Female,1973-08-01,N,No,097 Gulseth Lane,8,GIS Technical Architect,Property,Affluent Customer,4178,QLD
3405,Gavra,Robez,Female,1996-08-18,N,Yes,0 Ronald Regan Way,1,Project Manager,Financial Services,Mass Customer,4870,QLD
3406,Lucy,Lackmann,Female,1979-04-28,N,Yes,1351 Lunder Road,10,Business Systems Development Analyst,IT,Mass Customer,2049,NSW
3407,Marven,Ditts,Male,1961-10-08,N,Yes,7181 Dakota Trail,5,Cost Accountant,Financial Services,High Net Worth,3029,VIC
3408,Becka,Bysaker,Female,1972-07-11,N,No,5767 Thierer Road,8,Tax Accountant,Manufacturing,Mass Customer,2217,NSW
3409,Abbey,Nellen,Female,1977-04-29,N,No,687 Almo Crossing,10,Desktop Support Technician,Argiculture,Mass Customer,2160,NSW
3410,Merrili,Brittin,Female,1940-09-22,N,No,31414 Superior Park,7,,Property,Mass Customer,2539,NSW
3411,Alena,Hannis,Female,1980-01-04,N,Yes,1 Village Green Circle,7,Physical Therapy Assistant,n/a,Mass Customer,2285,NSW
3412,Almira,Ethelstone,Female,1973-08-18,N,Yes,2 Starling Pass,7,Office Assistant IV,n/a,Mass Customer,3155,VIC
3413,Zulema,Cristofolo,Female,1997-10-15,N,No,182 Thierer Pass,12,VP Accounting,Financial Services,Mass Customer,3131,VIC
3414,Winnifred,Zima,Female,1966-02-25,N,Yes,7 Barnett Road,1,Software Consultant,n/a,Affluent Customer,2713,NSW
3415,Alberik,Kelsey,Male,1963-01-17,N,Yes,33792 Burrows Plaza,7,Quality Engineer,Property,High Net Worth,4125,QLD
3416,Evanne,Bentote,Female,1976-01-18,N,Yes,00283 Loftsgordon Center,5,,Manufacturing,Mass Customer,4118,QLD
3417,Deedee,Coxall,Female,1973-02-18,N,No,8 Garrison Trail,10,Social Worker,Health,Mass Customer,2226,NSW
3418,Felipa,Paddingdon,Female,1959-12-31,N,No,618 Chinook Way,10,Systems Administrator IV,Health,High Net Worth,2155,NSW
3419,Felipa,Guslon,Female,1973-07-09,N,Yes,9 Ronald Regan Center,9,Information Systems Manager,n/a,Mass Customer,3094,VIC
3420,Norby,Elion,Male,1980-09-10,N,Yes,40047 Twin Pines Parkway,8,Financial Advisor,Financial Services,Mass Customer,3806,VIC
3421,Ronalda,McGeechan,Female,1962-12-17,N,Yes,5 Anhalt Court,7,Computer Systems Analyst II,Health,Affluent Customer,3122,VIC
3422,Lucine,Virgin,Female,1978-05-06,N,No,3047 Spenser Pass,8,Professor,Manufacturing,Mass Customer,2750,NSW
3423,Griselda,Bezants,Female,1999-12-27,N,No,0 Walton Court,9,Registered Nurse,Health,Affluent Customer,2226,NSW
3424,Vale,Whittuck,Female,1977-02-28,N,Yes,5356 Ruskin Place,3,Automation Specialist III,Manufacturing,Affluent Customer,2850,NSW
3425,Alister,De la Yglesia,Male,1986-04-05,N,Yes,321 Glendale Center,1,GIS Technical Architect,Manufacturing,Mass Customer,2820,NSW
3426,Ron,Dilon,Male,1959-04-18,N,No,6414 Hanover Avenue,12,Assistant Media Planner,Entertainment,Mass Customer,2060,NSW
3427,Mace,Edington,Male,1981-05-19,N,Yes,373 Cordelia Trail,1,Help Desk Operator,Financial Services,Mass Customer,3500,VIC
3428,Leonora,Iglesia,Female,1974-08-07,N,Yes,31 International Pass,7,Chemical Engineer,Manufacturing,Mass Customer,4173,QLD
3429,Alla,Hirtzmann,Female,1964-06-22,N,No,82 Warrior Hill,8,,Health,High Net Worth,3174,VIC
3430,Augustus,Pickin,Male,1964-02-29,N,Yes,989 Waubesa Circle,11,Research Nurse,Health,Affluent Customer,3149,VIC
3431,York,Calbreath,Male,1996-08-10,N,No,400 Petterle Crossing,3,Community Outreach Specialist,Property,Affluent Customer,4301,QLD
3432,Max,Cloney,Female,1988-11-27,N,Yes,34 Calypso Court,10,Junior Executive,Argiculture,Mass Customer,2153,NSW
3433,Karissa,Cabral,Female,1998-04-28,N,No,7 Summerview Parkway,6,Computer Systems Analyst II,Property,Mass Customer,3073,VIC
3434,Stesha,Miners,Female,1973-12-05,N,No,9479 Tony Junction,7,Account Coordinator,Health,Mass Customer,2830,NSW
3435,Stevena,Allcock,Female,2002-01-15,N,No,05988 Sundown Parkway,8,Senior Editor,n/a,Affluent Customer,3037,VIC
3436,Marget,Freeland,Female,1958-11-22,N,Yes,04036 Kennedy Trail,12,,Financial Services,Mass Customer,2221,NSW
3437,Penny,Wellington,Male,1963-10-20,N,No,0 Reinke Lane,9,VP Marketing,Retail,High Net Worth,3034,VIC
3438,Gaylor,Carbry,Male,1996-02-16,N,No,1 Rigney Circle,8,Project Manager,Manufacturing,Mass Customer,2295,NSW
3439,Rubie,O'Gorman,Female,1974-10-20,N,Yes,0063 Walton Junction,3,Technical Writer,n/a,Affluent Customer,2380,NSW
3440,Retha,Kahane,Female,1958-05-15,N,No,672 Crowley Place,8,Senior Sales Associate,Manufacturing,Mass Customer,3043,VIC
3441,Janelle,Ebbage,Female,1988-10-16,N,Yes,59531 Barnett Pass,4,Legal Assistant,Manufacturing,High Net Worth,3352,VIC
3442,Adrianne,Petrecz,Female,1962-05-22,N,Yes,8 Becker Drive,4,Research Associate,Retail,Mass Customer,4868,QLD
3443,Fran,,Male,1995-04-12,N,Yes,82591 Fallview Hill,8,Technical Writer,n/a,Mass Customer,3021,VIC
3444,Kara-lynn,Bims,Female,1977-12-25,N,No,6691 Lindbergh Drive,9,Nurse Practicioner,Manufacturing,Affluent Customer,2147,NSW
3445,Craggy,,Male,1966-06-23,N,Yes,29279 Hazelcrest Junction,10,Database Administrator I,Financial Services,Affluent Customer,2120,NSW
3446,Gard,Tidy,Male,1967-01-30,N,No,21 Sugar Place,3,Structural Engineer,Manufacturing,Mass Customer,4207,QLD
3447,Linell,,Female,1977-11-23,N,No,4233 Service Avenue,5,,Financial Services,High Net Worth,2340,NSW
3448,Roderich,Mixer,Male,1977-02-16,N,No,46 Stone Corner Avenue,10,Software Consultant,Financial Services,High Net Worth,2210,NSW
3449,Ilyssa,Hannabuss,Female,1974-09-26,N,Yes,12 Kings Hill,9,VP Quality Control,Argiculture,High Net Worth,4272,QLD
3450,Brooke,Durman,Female,1993-09-16,N,No,393 Dexter Junction,9,Safety Technician III,Retail,Mass Customer,4151,QLD
3451,Ruprecht,Loreit,Male,1970-05-01,N,No,757 Debs Avenue,4,Sales Associate,n/a,High Net Worth,4670,QLD
3452,Maura,Estevez,Female,1964-09-04,N,No,613 Emmet Junction,11,Marketing Manager,Retail,Mass Customer,2154,NSW
3453,Jammie,McEvon,Female,1989-03-12,N,No,8828 North Crossing,8,Product Engineer,Retail,Affluent Customer,3226,VIC
3454,Akim,Mathes,Male,1969-06-09,N,No,7 Center Circle,9,Web Designer III,n/a,Mass Customer,2096,NSW
3455,Coop,Skey,Male,1954-02-25,N,Yes,654 Logan Plaza,10,Administrative Officer,n/a,Mass Customer,4113,QLD
3456,Clovis,Ortsmann,Female,1959-11-08,N,Yes,33 Almo Terrace,10,,n/a,Mass Customer,3051,VIC
3457,Robbi,Springthorpe,Female,1956-09-26,N,No,6 Reindahl Hill,9,,Manufacturing,Mass Customer,2196,NSW
3458,Alejandro,Shakelade,Male,1977-12-01,N,Yes,785 Crest Line Hill,1,Web Developer III,Manufacturing,High Net Worth,3634,VIC
3459,Emelda,Ramsdell,Female,2000-11-24,N,Yes,78 Bowman Court,11,,Entertainment,Mass Customer,2027,NSW
3460,Reinhold,Barthrup,Male,1999-10-10,N,No,7 Jackson Court,10,Actuary,Financial Services,Mass Customer,2076,NSW
3461,Nigel,Izard,Male,1962-11-30,N,Yes,6221 Monica Plaza,12,Environmental Specialist,Manufacturing,Affluent Customer,2095,NSW
3462,Jehanna,Sparhawk,Female,1957-03-03,N,No,6 4th Lane,11,Registered Nurse,Health,High Net Worth,3079,VIC
3463,Fletch,Durrett,Male,1984-06-15,N,No,682 Claremont Circle,6,Compensation Analyst,Financial Services,Affluent Customer,4350,QLD
3464,Etheline,Gerretsen,Female,1982-06-09,N,Yes,7 Weeping Birch Alley,12,Staff Accountant III,Financial Services,Mass Customer,2230,NSW
3465,Hadria,Pizer,Female,1978-02-01,N,Yes,9 Maywood Point,3,Chemical Engineer,Manufacturing,High Net Worth,4304,QLD
3466,Victor,Zaple,Male,1979-09-28,N,No,176 Sutteridge Alley,11,Marketing Assistant,IT,Mass Customer,3121,VIC
3467,Killy,Spaducci,Male,1980-05-20,N,No,6814 Haas Place,7,VP Quality Control,IT,Mass Customer,2230,NSW
3468,Averill,Woodbridge,Male,1986-10-24,N,No,75 Longview Terrace,3,Associate Professor,n/a,Mass Customer,2640,NSW
3469,Arabele,Lantoph,Female,1987-08-24,N,Yes,7279 Steensland Circle,7,Nurse Practicioner,Health,Mass Customer,3803,VIC
3470,Catherina,Ricca,Female,1967-10-01,N,Yes,06 Lake View Plaza,1,Recruiting Manager,Health,Affluent Customer,4515,QLD
3471,Brita,Afonso,Female,1953-09-05,N,Yes,1 Michigan Way,10,Quality Engineer,IT,High Net Worth,2153,NSW
3472,Dionysus,McCarlie,Male,1977-06-27,N,Yes,8863 Maywood Court,11,VP Marketing,Retail,Affluent Customer,2101,NSW
3473,Sanderson,Alloway,U,,N,No,3 Roxbury Street,7,Analog Circuit Design manager,IT,Mass Customer,2261,NSW
3474,Justinian,Crowhurst,Male,1979-11-06,N,No,90 Westerfield Street,1,Assistant Manager,Manufacturing,Mass Customer,2880,NSW
3475,Correna,Goldsberry,Female,1985-08-31,N,No,416 Hayes Trail,9,Director of Sales,Retail,Affluent Customer,3095,VIC
3476,Stearn,Willerstone,Male,1989-09-07,N,No,70980 Washington Parkway,10,,Manufacturing,Affluent Customer,2300,NSW
3477,Jaquelin,Leek,Female,1996-01-24,N,Yes,00 1st Trail,7,Senior Developer,Financial Services,Affluent Customer,3223,VIC
3478,Hartwell,Schach,Male,1986-08-08,N,No,54613 Service Court,8,Quality Control Specialist,Health,Mass Customer,4069,QLD
3479,Pierette,O' Ronan,Female,1964-08-09,N,No,93 Vera Parkway,5,,IT,Mass Customer,4216,QLD
3480,Jarib,,Male,1959-06-24,N,No,3 Butterfield Trail,6,,n/a,Mass Customer,4519,QLD
3481,Haley,Dessent,Male,1997-10-12,N,No,22976 Moose Place,8,Systems Administrator IV,Manufacturing,High Net Worth,2620,NSW
3482,Roch,Rilston,Female,2000-05-18,N,Yes,8934 Havey Plaza,8,Clinical Specialist,Health,Affluent Customer,2548,NSW
3483,Emlyn,Burnel,Male,1956-10-02,N,Yes,30011 Manufacturers Hill,9,Senior Sales Associate,Health,High Net Worth,3146,VIC
3484,Hedi,Mowday,Female,1976-10-24,N,Yes,42293 Banding Plaza,10,Information Systems Manager,Financial Services,High Net Worth,2136,NSW
3485,Berthe,Ludwell,Female,1981-05-21,N,Yes,62 Tennyson Way,11,Account Representative II,Financial Services,High Net Worth,2099,NSW
3486,Reece,Crewther,Male,1956-07-25,N,No,3609 Shelley Road,10,Business Systems Development Analyst,Manufacturing,Mass Customer,2126,NSW
3487,Amalee,Sanderson,Female,1977-12-15,N,No,82 Dahle Crossing,10,Analyst Programmer,Health,High Net Worth,3195,VIC
3488,Cristobal,Whitrod,Male,1975-08-07,N,Yes,2986 Holmberg Circle,9,Speech Pathologist,Manufacturing,Mass Customer,3021,VIC
3489,Margo,Fletcher,Female,1969-10-30,N,Yes,3 Monument Crossing,10,Help Desk Operator,Argiculture,Mass Customer,2090,NSW
3490,Taylor,Dutchburn,Male,1980-06-21,N,No,35 Chive Alley,10,VP Product Management,Financial Services,High Net Worth,2033,NSW
3491,Leanna,Cromb,Female,1976-04-03,N,No,1 Dayton Park,9,Business Systems Development Analyst,Financial Services,Affluent Customer,2767,NSW
3492,Urbanus,Redding,Male,1966-01-27,N,No,2565 Caliangt Point,9,Civil Engineer,Manufacturing,Mass Customer,2171,NSW
3493,Jeffie,Eakly,Male,1964-02-29,N,No,96 Delladonna Trail,5,Research Assistant I,Health,High Net Worth,3976,VIC
3494,Robers,Richen,Male,1998-12-24,N,No,3 Nova Point,4,Account Representative IV,Argiculture,High Net Worth,3012,VIC
3495,Constantine,Frissell,Female,1987-07-12,N,No,310 Stephen Terrace,9,Programmer III,Financial Services,High Net Worth,4073,QLD
3496,Danya,Burnyeat,Male,1986-04-25,N,Yes,9491 Green Ridge Terrace,10,Editor,Manufacturing,Mass Customer,2100,NSW
3497,Thia,O'Day,Female,1986-05-03,N,Yes,16 Carberry Pass,11,Administrative Assistant IV,Manufacturing,Affluent Customer,2119,NSW
3498,Lois,Abrahim,Female,1995-11-02,N,No,12 Elgar Place,10,,Manufacturing,Mass Customer,2155,NSW
3499,Shelton,Tewkesberrie,Male,1979-06-17,N,Yes,8749 Menomonie Point,11,,Manufacturing,Mass Customer,2122,NSW
3500,Josy,Fleeman,Female,1967-07-21,N,No,18072 American Parkway,10,,Entertainment,Affluent Customer,3195,VIC
3501,Kayla,Alentyev,Female,1970-01-19,N,Yes,5854 Weeping Birch Avenue,10,Operator,Telecommunications,Mass Customer,2022,NSW
3502,Wilfrid,Cleaves,Male,1997-10-16,N,Yes,2 Clarendon Point,7,Senior Sales Associate,Retail,High Net Worth,2194,NSW
3503,Tootsie,Rafter,Female,1979-03-12,N,Yes,88979 Hazelcrest Way,3,Financial Advisor,Financial Services,Affluent Customer,3555,VIC
3504,Keriann,Perdue,Female,1963-07-06,N,Yes,7555 Springview Crossing,10,Business Systems Development Analyst,Manufacturing,Mass Customer,3195,VIC
3505,Dolly,Scallan,Female,1974-08-06,N,No,04240 Prentice Plaza,9,,Retail,Mass Customer,3031,VIC
3506,Mercy,Donisi,Female,1975-06-18,N,No,35280 Harper Junction,2,Web Designer I,Financial Services,Mass Customer,2700,NSW
3507,Christoph,Greatreax,Male,1955-03-03,N,No,08479 Hazelcrest Street,4,Physical Therapy Assistant,Financial Services,Mass Customer,3340,VIC
3508,Malvin,Marre,Male,1986-08-09,N,No,70 Oakridge Pass,10,Pharmacist,Health,Mass Customer,2019,NSW
3509,Janine,Hesey,Female,1978-11-22,N,Yes,56873 Buena Vista Crossing,9,Pharmacist,Health,Mass Customer,2035,NSW
3510,Jemima,Izaac,U,,N,Yes,7 Rieder Street,7,Safety Technician II,IT,Affluent Customer,3155,VIC
3511,Willem,Spraging,Male,1966-12-31,N,No,3528 Granby Circle,5,Food Chemist,Health,Affluent Customer,4825,QLD
3512,Vladimir,Abramowsky,Male,1994-03-24,N,Yes,16 Vahlen Trail,10,VP Accounting,Financial Services,Mass Customer,2152,NSW
3513,Enriqueta,Waterhowse,U,,N,Yes,977 Arapahoe Trail,8,Internal Auditor,IT,Affluent Customer,4121,QLD
3514,Darcy,Ilett,Male,1962-08-24,N,No,31331 Old Shore Crossing,8,Environmental Specialist,n/a,Mass Customer,2211,NSW
3515,Leelah,Pynner,Female,1975-01-14,N,Yes,51757 Weeping Birch Center,5,Staff Scientist,Telecommunications,High Net Worth,2470,NSW
3516,Diarmid,Vearnals,Male,1977-04-30,N,Yes,25 Schurz Avenue,12,,Property,Mass Customer,2071,NSW
3517,Domeniga,Terney,Female,1957-07-04,N,Yes,92045 Magdeline Street,11,Accounting Assistant IV,n/a,Mass Customer,2101,NSW
3518,Magdaia,Beardwell,Female,1980-06-18,N,Yes,0129 Hollow Ridge Crossing,11,Biostatistician I,IT,Mass Customer,2095,NSW
3519,Aldus,Kenningley,Male,1978-05-21,N,Yes,56 Anderson Alley,10,Software Consultant,Manufacturing,Mass Customer,2194,NSW
3520,Travis,Kaszper,Male,1963-08-17,N,Yes,528 Golf View Plaza,2,Research Nurse,Health,Mass Customer,2471,NSW
3521,Oneida,Olivia,Female,1980-03-10,N,Yes,474 Farragut Way,3,Research Associate,n/a,High Net Worth,4812,QLD
3522,Lorri,Byrth,Female,1989-08-21,N,Yes,1 Schiller Place,9,Cost Accountant,Financial Services,High Net Worth,2774,NSW
3523,Lin,Tarver,Male,1975-06-14,N,No,55497 Warrior Alley,9,,n/a,Affluent Customer,3123,VIC
3524,Waiter,Piscopello,Male,1973-12-30,N,Yes,6 Moulton Point,10,Design Engineer,Financial Services,Mass Customer,2145,NSW
3525,Town,Yitzhakov,Male,1996-08-16,N,No,6 Rockefeller Lane,7,Editor,n/a,Mass Customer,2294,NSW
3526,Pail,Iacopini,Male,1978-09-19,N,Yes,05759 Ridge Oak Trail,8,General Manager,Telecommunications,High Net Worth,2007,NSW
3527,Kiley,Scotson,Female,1978-12-02,N,No,75 Grim Circle,10,Senior Cost Accountant,Financial Services,High Net Worth,2147,NSW
3528,Eliot,Scammell,Male,1964-04-06,N,Yes,88 Bunting Hill,6,Internal Auditor,Manufacturing,Mass Customer,3978,VIC
3529,Austine,Kinny,Female,1960-11-23,N,Yes,7547 Garrison Alley,5,Structural Analysis Engineer,IT,High Net Worth,2705,NSW
3530,Erik,Kenneford,Male,1973-10-23,N,Yes,3605 Vidon Hill,1,Staff Scientist,n/a,High Net Worth,3305,VIC
3531,Shannah,Pountain,Female,1969-01-27,N,Yes,0485 Petterle Terrace,6,Marketing Manager,Retail,Affluent Customer,2575,NSW
3532,May,Birch,Female,1990-07-24,N,Yes,97461 Drewry Trail,10,Media Manager I,Health,High Net Worth,3072,VIC
3533,Neale,Lowings,Male,1981-02-14,N,Yes,6736 Anthes Junction,7,,Financial Services,Affluent Customer,2250,NSW
3534,Kacie,Stanbrooke,Female,1975-05-15,N,Yes,9 Tennyson Center,9,Associate Professor,Manufacturing,Affluent Customer,2198,NSW
3535,Bren,Dabbes,Female,1994-09-15,N,No,9594 Brown Junction,7,Technical Writer,Manufacturing,High Net Worth,4509,QLD
3536,Laurence,Aulsford,Male,1967-12-24,N,No,64 Macpherson Junction,8,Professor,Retail,Affluent Customer,4061,QLD
3537,Sholom,Pavlasek,Male,1997-01-15,N,No,0 Heath Point,9,Graphic Designer,Financial Services,Mass Customer,2136,NSW
3538,Kerby,Nassie,Male,1977-11-14,N,No,1 Chive Trail,2,Marketing Manager,Health,Mass Customer,4670,QLD
3539,Sheelah,Caine,Female,1985-03-21,N,Yes,34976 Lindbergh Hill,4,,IT,Mass Customer,4304,QLD
3540,Ali,Naris,Male,1954-08-27,N,Yes,266 Little Fleur Street,4,,n/a,Mass Customer,4350,QLD
3541,Aloin,Harhoff,Male,1986-01-03,N,No,005 Bunker Hill Lane,9,,Health,Mass Customer,3046,VIC
3542,Perl,Suddaby,Female,1975-03-11,N,No,792 Maple Trail,12,Financial Analyst,Financial Services,Mass Customer,2097,NSW
3543,Shanie,Zahor,Female,1986-12-25,N,Yes,71 Moulton Drive,10,Food Chemist,Health,High Net Worth,3065,VIC
3544,Benoite,Trahmel,Female,1998-08-13,N,No,033 Maryland Plaza,8,Help Desk Technician,n/a,Affluent Customer,3023,VIC
3545,Wenonah,Filgate,Female,1974-07-19,N,No,360 Green Ridge Junction,9,Developer II,n/a,High Net Worth,2508,NSW
3546,Hally,Pollie,Female,1983-09-29,N,Yes,870 Bluestem Hill,8,GIS Technical Architect,Manufacturing,Affluent Customer,2745,NSW
3547,Ganny,Dwerryhouse,Male,1975-05-06,N,No,392 Grim Pass,6,Senior Financial Analyst,Financial Services,Affluent Customer,4680,QLD
3548,Dalli,Seden,Male,1958-08-02,N,No,38792 Calypso Crossing,7,,n/a,Affluent Customer,2778,NSW
3549,Jodee,Macewan,Female,1966-02-24,N,No,92 Mallard Court,10,Sales Representative,Retail,Mass Customer,3125,VIC
3550,Daisey,Britto,Female,1988-11-27,N,Yes,37 Summerview Park,11,Environmental Tech,Retail,Mass Customer,2101,NSW
3551,Zed,Douris,Male,1962-05-10,N,Yes,3 Shasta Way,12,Pharmacist,Health,Mass Customer,2076,NSW
3552,Ebeneser,Lowde,Male,1992-09-07,N,Yes,45 Redwing Road,12,Internal Auditor,Retail,Affluent Customer,3182,VIC
3553,Dietrich,Geggie,Male,1974-12-29,N,No,41 Northridge Road,4,Graphic Designer,Health,Mass Customer,4730,QLD
3554,Briggs,Mower,Male,1978-04-06,N,Yes,459 Meadow Valley Junction,10,GIS Technical Architect,IT,Mass Customer,4155,QLD
3555,Latashia,,Female,1976-02-26,N,No,276 Coolidge Plaza,7,Programmer Analyst II,Manufacturing,Mass Customer,4215,QLD
3556,Larina,Gheeorghie,Female,1997-07-05,N,No,4 Dexter Park,2,Senior Developer,Manufacturing,High Net Worth,4505,QLD
3557,Tisha,Gibbings,Female,1978-05-12,N,No,0800 Donald Hill,7,,Health,Affluent Customer,4000,QLD
3558,Torey,Sarney,Male,1954-09-05,N,Yes,4301 Haas Junction,9,,n/a,High Net Worth,2204,NSW
3559,Farra,Bails,Female,1985-02-19,N,Yes,0185 Fremont Alley,7,Assistant Media Planner,Entertainment,High Net Worth,4074,QLD
3560,Gav,Bonin,Male,1980-09-01,N,Yes,85476 Shasta Park,12,Structural Analysis Engineer,Retail,Mass Customer,2065,NSW
3561,Emelda,Allbones,Female,1968-11-16,N,Yes,4888 Hoepker Plaza,12,Help Desk Operator,Financial Services,Mass Customer,2072,NSW
3562,Martynne,Bullivant,Female,1973-01-02,N,No,77 Green Court,9,Recruiting Manager,n/a,Affluent Customer,2570,NSW
3563,De,Leyband,Female,1990-03-12,N,No,22344 Reinke Pass,5,,Financial Services,Affluent Customer,4225,QLD
3564,Sandy,Olford,Male,1972-05-15,N,Yes,588 Menomonie Way,9,Programmer Analyst IV,n/a,High Net Worth,4179,QLD
3565,Charyl,Pottiphar,U,,N,Yes,3 Becker Drive,8,Structural Engineer,IT,High Net Worth,2566,NSW
3566,Bram,Pheasant,Male,1976-11-02,N,Yes,663 Sunfield Court,2,Social Worker,Health,Affluent Customer,3564,VIC
3567,Eileen,Ilchenko,Female,1980-09-14,N,Yes,010 Maryland Court,2,Nurse,Financial Services,Affluent Customer,3556,VIC
3568,Berthe,Griniov,Female,1955-09-15,N,No,53504 Dakota Terrace,8,Nurse,Retail,Affluent Customer,2570,NSW
3569,Janel,Daice,Female,1973-05-18,N,No,681 Ridgeway Junction,7,Senior Editor,n/a,Affluent Customer,4208,QLD
3570,Mordy,Hedin,Male,1962-01-31,N,No,225 American Point,3,,Entertainment,Mass Customer,4508,QLD
3571,Othilia,Metcalf,Female,1976-06-09,N,Yes,79 Moland Junction,4,Senior Sales Associate,Property,Mass Customer,2795,NSW
3572,Willis,Tilston,Male,1986-03-21,N,Yes,9004 Wayridge Drive,4,Sales Representative,Retail,Affluent Customer,2799,NSW
3573,Mab,Dwyer,Female,1996-10-16,N,Yes,505 Village Pass,4,Accounting Assistant I,Manufacturing,Mass Customer,4007,QLD
3574,Eileen,Eland,Female,1991-02-05,N,No,57 Thierer Parkway,9,Clinical Specialist,Health,Mass Customer,2177,NSW
3575,Kandace,Desesquelle,Female,1973-11-06,N,Yes,91 Roth Pass,6,Administrative Assistant I,IT,Affluent Customer,2565,NSW
3576,Rochette,Ebbens,Female,1969-09-19,N,No,4605 Lakewood Gardens Terrace,7,Account Coordinator,n/a,Mass Customer,3216,VIC
3577,Fowler,Scotsbrook,Male,1964-02-18,N,No,16334 Rutledge Trail,9,Staff Scientist,Retail,High Net Worth,3805,VIC
3578,Dorella,Sineath,Female,1956-10-27,N,No,878 Cody Point,10,Staff Accountant IV,Property,Mass Customer,2155,NSW
3579,Rachel,Somes,Female,1987-09-15,N,No,66028 Randy Terrace,10,Software Test Engineer III,Health,High Net Worth,2155,NSW
3580,Roby,Samson,Female,1972-04-24,N,No,78478 Pond Road,7,Occupational Therapist,Health,Mass Customer,4128,QLD
3581,Lindsy,Ygo,Female,1957-07-10,N,Yes,062 Dixon Parkway,12,,n/a,Mass Customer,3103,VIC
3582,Beryle,Qusklay,Female,1961-12-11,N,No,344 Delladonna Place,10,Media Manager II,Property,Mass Customer,2196,NSW
3583,Josselyn,Mathey,Female,1965-05-27,N,No,53 Union Terrace,8,Assistant Professor,Retail,Affluent Customer,2763,NSW
3584,Adler,Teale,Male,1962-01-14,N,No,33221 Maple Wood Place,10,,Health,Mass Customer,2260,NSW
3585,Concordia,Lunbech,Female,1962-07-28,N,Yes,1 Esker Pass,8,,Financial Services,High Net Worth,4575,QLD
3586,Abby,Brownstein,Female,1979-02-05,N,No,9 Clyde Gallagher Junction,11,Registered Nurse,Health,Affluent Customer,2065,NSW
3587,Ines,Galfour,Female,1997-09-24,N,No,5699 Forster Street,2,,n/a,Affluent Customer,2346,NSW
3588,Henrie,Beadman,Female,1961-06-04,N,Yes,94543 Northwestern Court,6,Web Developer III,Health,Affluent Customer,4715,QLD
3589,Nalani,Dummer,Female,1962-02-19,N,No,6 Continental Alley,8,Computer Systems Analyst II,Health,High Net Worth,3174,VIC
